SOM,cluster
YGR216C,2
YOR067C,2
YPR162C,2
YMR035W,2
YDL047W,2
YMR064W,2
YBR008C,2
YLR182W,2
YOL018C,2
YER169W,2
YGL206C,2
YDL220C,2
YMR208W,2
YFR025C,2
YGL207W,2
YNL118C,2
YNL076W,2
YGR007W,2
YDL160C,2
YMR203W,2
YDL188C,2
YMR287C,2
YIL015W,2
YJR006W,2
YMR228W,2
YDR408C,2
YER058W,2
YMR257C,2
YLR026C,2
YKL011C,2
YHL009C,2
YGR057C,2
YIR009W,2
YJR057W,2
YHR144C,2
YMR177W,2
YLR411W,2
YKR053C,2
YLR240W,2
YGL087C,2
YER022W,2
YFR010W,2
YGL130W,2
YCR019W,2
YOR266W,2
YOL044W,2
YNL097C,2
YJL206C,2
YPR180W,2
YJL023C,2
YLR306W,2
YJR022W,2
YPR134W,2
YML112W,2
YDL044C,2
YAL010C,2
YBL019W,2
YCR066W,2
YBR130C,2
YGL134W,2
YOL148C,2
YPL271W,2
YER173W,2
YJR122W,2
YLR005W,2
YEL062W,2
YGR241C,2
YPL048W,2
YNL003C,2
YLR144C,2
YJR065C,2
YKL127W,2
YBR236C,2
YOL033W,2
YOR130C,2
YNL192W,2
YGR119C,2
YDL045C,2
YGL043W,2
YML116W,2
YDR021W,2
YBR118W,2
YJL025W,2
YLR071C,2
YDR310C,2
YLR375W,2
YML113W,2
YHR041C,2
YNL025C,2
YNL148C,2
YOR328W,2
YCR081W,2
YLR398C,2
YKL197C,2
YER176W,2
YPL040C,2
YDL141W,2
YMR015C,2
YBR229C,2
YGR157W,2
YBR060C,2
YHR075C,2
YDL128W,2
YMR026C,2
YLR286C,2
YDL179W,2
YNL327W,2
YNL066W,2
YGR041W,2
YDL202W,2
YER099C,2
YML055W,2
YKL041W,2
YMR091C,2
YGR005C,2
YJR144W,2
YBR253W,2
YDR308C,2
YKR068C,2
YKR062W,2
YGR222W,2
YHR012W,2
YDL135C,2
YKL149C,2
YPR101W,2
YOL005C,2
YPL234C,2
YGR267C,2
YLR268W,2
YLR447C,2
YGR105W,2
YDL084W,2
YDR086C,2
YOL149W,2
YOL049W,2
YDL137W,2
YDL192W,2
YLR043C,2
YMR260C,2
YHR060W,2
YLR170C,2
YLR262C,2
YKL186C,2
YMR282C,2
YKL110C,2
YDL092W,2
YLR078C,2
YMR038C,2
YBR164C,2
YOR232W,2
YDR194C,2
YML105C,2
YDR002W,2
YNL032W,2
YDR044W,2
YBR288C,2
YNL085W,2
YML008C,2
YMR202W,2
YML126C,2
YGL012W,2
YGL225W,2
YJR143C,2
YDR212W,2
YIL142W,2
YBR106W,2
YGL097W,2
YIL068C,2
YLR105C,2
YDL043C,2
YBR291C,2
YDL232W,2
YDL069C,2
YJL203W,2
YPR107C,2
YPR062W,2
YOR038C,2
YHR013C,2
YPR057W,2
YMR223W,2
YKR063C,2
YNL151C,2
YMR235C,2
YDR211W,2
YJL014W,2
YGR158C,2
YJL008C,2
YKR036C,2
YDL090C,2
YOL076W,2
YGL086W,2
YJL061W,2
YIL085C,2
YML095C,2
YDR414C,2
YOR094W,2
YIL020C,2
YOR039W,2
YMR005W,2
YJR068W,2
YKL144C,2
YNL261W,2
YML031W,2
YJL201W,2
YLR321C,2
YER032W,2
YKL092C,2
YKL130C,2
YPR058W,2
YPR060C,2
YLR417W,2
YKL135C,2
YPL083C,2
YPL001W,2
YDR164C,2
YKL028W,2
YJR005W,2
YHR132C,2
YMR167W,2
YKL010C,2
YKL025C,2
YOR162C,2
YNL048W,2
YMR220W,2
YHR107C,2
YJR093C,2
YJR094C,2
YNL325C,2
YDR017C,2
YHR120W,2
YMR059W,2
YOR174W,2
YPL161C,2
YOL001W,2
YNR052C,2
YOR216C,2
YNL229C,2
YDL134C,2
YBL040C,2
YLR396C,2
YML092C,2
YBR135W,2
YDR484W,2
YBR090C-A,2
YHR136C,2
YBR010W,2
YNL031C,2
YNL030W,2
YBR009C,2
YDR224C,2
YBL003C,2
YDR225W,2
YBL002W,2
YDR252W,2
YDR228C,2
YDR478W,2
YPR025C,2
YOL043C,2
YDL106C,2
YDL108W,2
YCR032W,2
YOL056W,2
YML019W,2
YNR028W,2
YEL031W,2
YGL058W,2
YNL292W,2
YDL131W,2
YDL182W,2
YDR172W,2
YBL042C,2
YOR151C,2
YIL038C,2
YLR138W,2
YOL020W,2
YOR213C,2
YML035C,2
YFL022C,2
YOR270C,2
YNL070W,2
YKL058W,2
YOR045W,2
YHR039C,2
YBR092C,2
YNL244C,2
YLR244C,2
YDR464W,2
YMR080C,2
YGR264C,2
YDR321W,2
YER086W,2
YEL055C,2
YEL042W,2
YDR062W,2
YDR144C,2
YNL189W,2
YLR032W,2
YJR007W,2
YER025W,2
YER165W,2
YOL021C,2
YHR206W,2
YLR384C,2
YLR451W,2
YMR129W,2
YBL079W,2
YGL014W,2
YOL130W,2
YHR215W,2
YAR071W,2
YBR093C,2
YOR335C,2
YJR016C,2
YML075C,2
YJR031C,2
YOR217W,2
YLR335W,2
YJL076W,2
YIL030C,2
YOR326W,2
YAL029C,2
YHR007C,2
YLR098C,2
YPL036W,2
YJL133W,2
YJR147W,2
YLR130C,2
YPR138C,2
YDL042C,2
YOL140W,2
YDR135C,2
YNR015W,2
YNR017W,2
YNL316C,2
YOR334W,2
YHR062C,2
YLR014C,2
YDR110W,2
YPL008W,2
YKL139W,2
YDL205C,2
YGR233C,2
YIL115C,2
YPR164W,2
YER060W,2
YNL271C,2
YBR017C,2
YNL328C,2
YBR055C,2
YBR081C,2
YOR346W,2
YJL098W,2
YFL025C,2
YBR153W,2
YDL122W,2
YGL105W,2
YEL009C,2
YMR319C,2
YGL070C,2
YDL014W,2
YDR341C,2
YJL087C,2
YDR120C,2
YPL212C,2
YJR002W,2
YHR065C,2
YBR142W,2
YNL186W,2
YHR187W,2
YKL024C,2
YMR239C,2
YGR095C,2
YPR190C,2
YGL169W,2
YHR069C,2
YJL125C,2
YOL097C,2
YJL050W,2
YLR291C,2
YNR012W,2
YGR083C,2
YKL021C,2
YIL078W,2
YGR063C,2
YDR174W,2
YNR003C,2
YGR094W,2
YPL231W,2
YLR017W,2
YPL243W,2
YKR026C,2
YLR146C,2
YPL210C,2
YKL212W,2
YNR043W,2
YCR053W,2
YOL061W,2
YOR260W,2
YLR060W,2
YDL040C,2
YKL106W,2
YKL057C,2
YGR155W,2
YNL111C,2
YIL021W,2
YJR069C,2
YPR010C,2
YKL125W,2
YJL197W,2
YOL062C,2
YMR301C,2
YFL002C,2
YDR441C,2
YOL052C,2
YNL221C,2
YJL130C,2
YOR341W,2
YKL205W,2
YBL076C,2
YKL068W,2
YOR116C,2
YDL111C,2
YNL163C,2
YMR128W,2
YKR082W,2
YER127W,2
YLR406C,2
YKL080W,2
YEL034W,2
YJR047C,2
YBR263W,2
YOR254C,2
YGL019W,2
YNL131W,2
YMR150C,2
YIL016W,2
YJL168C,2
YDR300C,2
YEL053C,2
YER122C,2
YNL016W,2
YLR357W,2
YNR050C,2
YNL289W,2
YMR061W,2
YHR084W,2
YLR452C,2
YFL026W,2
YJL157C,2
YGR082W,2
YIL094C,2
YOR370C,2
YGL256W,2
YLL048C,2
YDL171C,2
YOR204W,2
YGL122C,2
YPR168W,2
YER001W,2
YPR135W,2
YPL163C,2
YOL007C,2
YPL256C,2
YIL140W,2
YDR309C,2
YGR152C,2
YDR158W,2
YOR202W,2
YER055C,2
YGL148W,2
YGL244W,2
YMR183C,2
YDL207W,2
YPL228W,2
YEL056W,2
YOR221C,2
YLR237W,2
YMR296C,2
YKR042W,2
YLR439W,2
YGL215W,2
YHL036W,2
YAL002W,2
YPL132W,2
YKL119C,2
YDL005C,2
YOR257W,2
YGL254W,2
YDR292C,2
YBR215W,2
YBR120C,2
YBL025W,2
YBR024W,2
YBR050C,2
YBR076W,2
YBR167C,2
YBR165W,2
YBL093C,2
YBR160W,2
YBL018C,2
YAL033W,2
YNL222W,2
YDL200C,2
YDL030W,2
YBR091C,2
YDR022C,2
YBR193C,2
YNL257C,2
YOR148C,2
YJR090C,2
YGL063W,2
YOR269W,2
YDR404C,2
YHL003C,2
YNR049C,2
YNL214W,2
YNL330C,2
YLR119W,2
YGL126W,2
YCR009C,2
YBL037W,2
YBR110W,2
YBR112C,2
YBR114W,2
YBR289W,2
YDL056W,2
YER011W,2
YNL197C,2
YHR072W,2
YBL016W,2
YBL069W,2
YDR035W,2
YLR275W,2
YKR008W,2
YGL233W,2
YMR227C,2
YAR019C,2
YCR042C,2
YCR018C,2
YNL088W,2
YPR066W,2
YOR113W,2
YDR270W,2
YGR077C,2
YDR058C,2
YIL046W,2
YHR006W,2
YHL027W,2
YER047C,2
YJR140C,2
YDL077C,2
YMR019W,2
YDL058W,2
YPL045W,2
YBL008W,2
YPL038W,2
YDR280W,2
YPL169C,2
YGL022W,2
YDR166C,2
YJL056C,2
YMR037C,2
YPR034W,2
YOL028C,2
YIL004C,2
YPR088C,2
YNL251C,2
YPL029W,2
YPL145C,2
YPR069C,2
YPR041W,2
YJL111W,2
YPL011C,2
YGR074W,2
YPL254W,2
YBL052C,2
YPL050C,2
YML043C,2
YER171W,2
YDL150W,2
YGR195W,2
YDR364C,2
YML046W,2
YOR048C,2
YJL041W,2
YDR257C,2
YLL043W,2
YDL143W,2
YEL022W,2
YDL210W,2
YGR060W,2
YJR032W,2
YPR175W,2
YNL233W,2
YPR018W,2
YPR019W,2
YBL023C,2
YBR202W,2
YGR092W,2
YOL006C,2
YIR033W,2
YFR002W,2
YNL029C,2
YJL194W,2
YNL059C,2
YCR089W,2
YBR104W,2
YCL031C,2
YPR065W,2
YOR061W,2
YPL179W,2
YCL017C,2
YOR043W,2
YKL173W,2
YKL032C,2
YGL209W,2
YLR116W,2
YML016C,2
YLR223C,2
YJL117W,2
YER052C,2
YMR108W,2
YER073W,2
YER091C,2
YFR034C,2
YOR303W,2
YMR042W,2
YPL058C,2
YLR342W,2
YCL029C,2
YGL013C,2
YDR443C,2
YBR198C,2
YNL054W,2
YCR008W,2
YOR098C,2
YNR011C,2
YPL190C,2
YMR283C,2
YOR171C,2
YJL081C,2
YPL139C,2
YKR069W,2
YAL001C,2
YBR240C,2
YAL058W,2
YIR015W,2
YHR189W,2
YAL013W,2
YMR280C,2
YLR318W,2
YBR213W,2
YOR191W,2
YPL065W,2
YDR181C,2
YDR369C,2
YMR023C,2
YDR259C,2
YDR456W,2
YCL004W,2
YKR098C,2
YLR453C,2
YDR076W,2
YIL167W,2
YER162C,2
YDR363W,2
YDR473C,2
YOR005C,2
YHL043W,2
YDR030C,2
YMR137C,2
YDL142C,2
YIL168W,2
YGR144W,2
YJR159W,2
YGR217W,2
YGR116W,2
YCR093W,2
YGL195W,2
YLR141W,2
YML049C,2
YOL051W,2
YOL004W,2
YER008C,2
YPL085W,2
YKR050W,2
YGR097W,2
YMR109W,2
YPL115C,2
YAL021C,2
YKR028W,2
YOL110W,2
YCL001W,2
YJL127C,2
YIL013C,2
YMR219W,2
YOR235W,2
YBL088C,2
YPL006W,2
YDR080W,2
YGR184C,2
YNL291C,2
YJL005W,2
YLL040C,2
YMR165C,2
YGR062C,2
YER155C,2
YBL085W,2
YDR159W,2
YIL126W,2
YBR136W,2
YDR283C,2
YMR176W,2
YER013W,2
YBR208C,2
YNL329C,2
YAL024C,2
YGR098C,2
YLR208W,2
YHR117W,2
YPL248C,2
YDR301W,2
YPR016C,2
YPL086C,2
YHR077C,2
YER109C,2
YPR182W,2
YDR176W,2
YPR200C,2
YPL269W,2
YGL194C,2
YEL019C,2
YPR201W,2
YHR165C,2
YBR131W,2
YCR037C,2
YLR347C,2
YBL105C,2
YGR036C,2
YMR106C,2
YOR194C,2
YOR196C,2
YBL106C,2
YJR042W,2
YDR127W,2
YDR217C,2
YPL023C,2
YER151C,2
YNL298W,2
YER153C,2
YBR065C,2
YBL103C,2
YOR046C,2
YDR419W,2
YLL018C,2
YMR047C,2
YHR027C,2
YPL144W,2
YPL174C,2
YKR054C,2
YOR140W,2
YLR055C,2
YML103C,2
YPL167C,2
YBL097W,2
YJL093C,2
YPL155C,2
YAR035W,2
YPL039W,2
YGR213C,2
YPR161C,2
YDR354W,2
YMR274C,2
YKR095W,2
YOR330C,2
YDR448W,2
YHR061C,2
YFL001W,2
YOR229W,2
YGR072W,2
YDR234W,2
YML099C,2
YFL050C,2
YCR028C,2
YPL175W,2
YDL217C,2
YPL149W,2
YPL148C,2
YNR057C,2
YLR443W,2
YCL066W,2
YPL187W,2
YJR004C,2
YGL089C,2
YGL090W,2
YOR337W,2
YOR071C,2
YAR044W,2
YMR189W,2
YNL130C,2
YGR281W,2
YER017C,2
YDR038C,2
YDR039C,2
YEL063C,2
YFR029W,2
YBL101C,2
YPL242C,2
YGL021W,2
YLR131C,2
YBR038W,2
YMR032W,2
YJR092W,2
YDR146C,2
YPR119W,2
YHR023W,2
YCL014W,2
YLR353W,2
YGR218W,2
YGL071W,2
YIL061C,2
YPL219W,2
YCR084C,2
YGR014W,2
YOR373W,2
YDR261C,2
YPL022W,2
YPL214C,2
YDR145W,2
YDR477W,2
YBR237W,2
YCL027W,2
YDL127W,2
YER111C,2
YKL001C,2
YJR010W,2
YAL051W,2
YLR092W,2
YKR086W,2
YBR201W,2
YHR050W,2
YBR146W,2
YJL044C,2
YBR192W,2
YHR005C,2
YFL005W,2
YPL232W,2
YMR193W,2
YER159C,2
YJL140W,2
YGL106W,2
YKR085C,2
YBL026W,2
YOR323C,2
YDR487C,2
YMR004W,2
YBL033C,2
YDL107W,2
YGL095C,2
YDR337W,2
YPL013C,2
YNL284C,2
YGR084C,2
YOR106W,2
YPR056W,2
YPL129W,2
YEL021W,2
YGR020C,2
YDR139C,2
YCR020C,2
YNL084C,2
YDL002C,2
YER029C,2
YNL137C,2
YCR003W,2
YOR244W,2
YIR011C,2
YDR197W,2
YOL023W,2
YMR089C,2
YDR468C,2
YOR307C,2
YBR200W,2
YOR319W,2
YOR265W,2
YER040W,2
YOR367W,2
YMR054W,2
YNR055C,2
YGR055W,2
YDR046C,2
YNL268W,2
YNR056C,2
YGR032W,2
YJR017C,2
YJL196C,2
YHR025W,2
YJR139C,2
YEL027W,2
YOR316C,2
YFR051C,2
YKL192C,2
YNL071W,2
YLL024C,2
YEL030W,2
YNL064C,2
YOL013C,2
YLR207W,2
YBR003W,2
YKL064W,2
YPR198W,2
