GMM,cluster
YJR093C,1
YJR094C,1
YML032C,1
YBR090C-A,1
YBR010W,1
YDR478W,1
YLR360W,1
YHR118C,1
YPR025C,1
YOL043C,1
YDL106C,1
YDL108W,1
YBR133C,1
YBL042C,1
YIL038C,1
YOL020W,1
YML035C,1
YFL022C,1
YNL070W,1
YPL160W,1
YLR032W,1
YLR451W,1
YMR129W,1
YLR335W,1
YJL076W,1
YIL030C,1
YOR326W,1
YAL029C,1
YOR334W,1
YLR014C,1
YER060W,1
YBR081C,1
YOR346W,1
YBR153W,1
YLL008W,1
YHR084W,1
YIL140W,1
YDR309C,1
YOR202W,1
YKR042W,1
YGL215W,1
YHL036W,1
YBR040W,1
YKR004C,1
YKL119C,1
YOR257W,1
YGL254W,1
YBL025W,1
YDR460W,1
YNL222W,1
YDL030W,1
YGR104C,1
YJR090C,1
YBR188C,1
YDR404C,1
YGL126W,1
YBL035C,1
YPL153C,1
YBR112C,1
YER011W,1
YNL197C,1
YHR072W,1
YBL069W,1
YBL020W,1
YBR023C,1
YLR275W,1
YKR008W,1
YMR227C,1
YCR042C,1
YCR018C,1
YNL088W,1
YGR289C,1
YDR270W,1
YDR058C,1
YIL160C,1
YER047C,1
YJR140C,1
YGL173C,1
YDL077C,1
YMR019W,1
YBL008W,1
YGL022W,1
YDR166C,1
YPR088C,1
YBL052C,1
YDR364C,1
YDL143W,1
YDL210W,1
YPR175W,1
YNL233W,1
YEL032W,1
YBR202W,1
YGR092W,1
YOL006C,1
YNR011C,1
YKR069W,1
YDR181C,1
YDR495C,1
YDR369C,1
YER008C,1
YOL110W,1
YCL001W,1
YPL016W,1
YJL127C,1
YGR184C,1
YNL291C,1
YJL005W,1
YER155C,1
YBR136W,1
YDR283C,1
YMR176W,1
YBR208C,1
YNL329C,1
YAL024C,1
YGR098C,1
YHR077C,1
YPL269W,1
YGL194C,1
YHR165C,1
YMR106C,1
YBL106C,1
YBL103C,1
YMR047C,1
YPL144W,1
YPL174C,1
YLR055C,1
YPL167C,1
YPR161C,1
YKR095W,1
YOR330C,1
YIL150C,1
YGR072W,1
YDR234W,1
YML099C,1
YFL050C,1
YCR028C,1
YPL175W,1
YPL148C,1
YNR057C,1
YLR443W,1
YCL066W,1
YPL187W,1
YGL089C,1
YAR044W,1
YNL130C,1
YDR040C,1
YDR038C,1
YDR039C,1
YCL008C,1
YBR218C,1
YGL062W,1
YDR406W,1
YBL101C,1
YPL242C,1
YMR032W,1
YJR092W,1
YOR373W,1
YDR261C,1
YPL214C,1
YGL172W,1
YEL037C,1
YGL181W,1
YJL099W,1
YBR237W,1
YCL027W,1
YER111C,1
YAL051W,1
YLR092W,1
YKR086W,1
YBR201W,1
YER161C,1
YMR193W,1
YOR250C,1
YDR168W,1
YOL109W,1
YOL108C,1
YER159C,1
YNL259C,1
YJL031C,1
YGL153W,1
YDL107W,1
YNL284C,1
YOR106W,1
YPR056W,1
YDR468C,1
YMR054W,1
YLR371W,1
YNR055C,1
YGR055W,1
YNL268W,1
YPR159W,1
YJL196C,1
YCL009C,1
YOR316C,1
YML130C,1
YBR003W,1
YOR020C,1
YBL045C,1
YHR096C,1
