GMM,cluster
YHR175W,3
YBR127C,3
YBR196C,3
YPR036W,3
YGR191W,3
YMR300C,3
YGL234W,3
YAR015W,3
YLR359W,3
YNL220W,3
YBR248C,3
YOR143C,3
YGR147C,3
YOR299W,3
YFR009W,3
YOR209C,3
YOR079C,3
YJL054W,3
YKR061W,3
YJL167W,3
YDR050C,3
YKL152C,3
YPR074C,3
YLR044C,3
YAL038W,3
YOR344C,3
YDL212W,3
YER090W,3
YGL245W,3
YJR075W,3
YGR124W,3
YPR145W,3
YGL202W,3
YNL287W,3
YLR420W,3
YDR226W,3
YIL043C,3
YBR078W,3
YLR300W,3
YAL040C,3
YGR180C,3
YPL075W,3
YNR045W,3
YDR072C,3
YIL022W,3
YOR158W,3
YMR267W,3
YOR067C,3
YKL185W,3
YDL047W,3
YMR208W,3
YNL118C,3
YGR007W,3
YMR287C,3
YLR026C,3
YKL011C,3
YIR009W,3
YJR057W,3
YMR177W,3
YKR053C,3
YGL130W,3
YAL010C,3
YOL148C,3
YGR119C,3
YDR021W,3
YBR118W,3
YLR286C,3
YDL179W,3
YNL327W,3
YNL066W,3
YGR041W,3
YER099C,3
YML055W,3
YKL041W,3
YGR005C,3
YBR253W,3
YKR068C,3
YDL135C,3
YPR101W,3
YOL005C,3
YPL234C,3
YGR267C,3
YLR268W,3
YLR447C,3
YGR105W,3
YDL084W,3
YDR086C,3
YOL149W,3
YOL049W,3
YKL180W,3
YDL137W,3
YDL192W,3
YDL184C,3
YLR043C,3
YMR260C,3
YGR234W,3
YLR262C,3
YMR282C,3
YDL092W,3
YLR078C,3
YMR038C,3
YBR164C,3
YOR232W,3
YDR194C,3
YER148W,3
YKL122C,3
YNL153C,3
YML105C,3
YDR002W,3
YDR381W,3
YNL032W,3
YBR288C,3
YNL085W,3
YML008C,3
YGL225W,3
YJR143C,3
YIL142W,3
YBR106W,3
YGL097W,3
YIL068C,3
YLR105C,3
YDL043C,3
YBR291C,3
YDL069C,3
YPR107C,3
YPR062W,3
YHR013C,3
YMR223W,3
YNL151C,3
YBR283C,3
YMR235C,3
YDR211W,3
YJL014W,3
YGR158C,3
YJL008C,3
YKR036C,3
YOL102C,3
YOL076W,3
YGL086W,3
YIL085C,3
YOR094W,3
YIL020C,3
YOR039W,3
YMR005W,3
YJR068W,3
YKL144C,3
YNL261W,3
YML031W,3
YLR321C,3
YER032W,3
YKL092C,3
YKL130C,3
YPR060C,3
YKL135C,3
YKL025C,3
YNL048W,3
YHR107C,3
YHR120W,3
YOL001W,3
YNL229C,3
YDR484W,3
YHR136C,3
YNL031C,3
YNL030W,3
YBR009C,3
YDR224C,3
YBL003C,3
YDR225W,3
YBL002W,3
YDR252W,3
YDR228C,3
YER009W,3
YCR032W,3
YBR205W,3
YDL165W,3
YNL238W,3
YJR076C,3
YOL012C,3
YOL064C,3
YOL056W,3
YIL114C,3
YLR085C,3
YOR377W,3
YML019W,3
YNR028W,3
YEL031W,3
YGL058W,3
YDL131W,3
YDL182W,3
YLR138W,3
YBR069C,3
YOR213C,3
YOR270C,3
YKL058W,3
YPR035W,3
YHR039C,3
YBR092C,3
YNL023C,3
YDR075W,3
YHR128W,3
YNL244C,3
YLR244C,3
YDR464W,3
YMR080C,3
YKL004W,3
YGL016W,3
YGR264C,3
YDR321W,3
YER086W,3
YBR249C,3
YMR243C,3
YDR454C,3
YCR034W,3
YLR372W,3
YEL055C,3
YEL042W,3
YDR062W,3
YDR144C,3
YNL189W,3
YJR007W,3
YER025W,3
YER165W,3
YOL021C,3
YHR206W,3
YLR384C,3
YBL079W,3
YGL014W,3
YOL130W,3
YHR215W,3
YAR071W,3
YBR093C,3
YOR335C,3
YJR016C,3
YLR355C,3
YML075C,3
YJR031C,3
YOR217W,3
YHR007C,3
YLR098C,3
YPL036W,3
YGL008C,3
YJL133W,3
YLR130C,3
YPR138C,3
YDL042C,3
YOL140W,3
YHR062C,3
YDR110W,3
YDL205C,3
YNL271C,3
YGL105W,3
YMR319C,3
YGL070C,3
YDL014W,3
YDR341C,3
YJL087C,3
YDR120C,3
YPL212C,3
YJR002W,3
YHR065C,3
YBR142W,3
YNL112W,3
YAL059W,3
YNL186W,3
YHR187W,3
YKL024C,3
YKL216W,3
YNL282W,3
YDR023W,3
YDL153C,3
YBR154C,3
YDR087C,3
YJL148W,3
YOR340C,3
YPR110C,3
YGL078C,3
YCL054W,3
YPL043W,3
YGL171W,3
YGL169W,3
YJL033W,3
YHR069C,3
YOR361C,3
YOR001W,3
YOR095C,3
YML022W,3
YOL097C,3
YDR399W,3
YIR012W,3
YNR038W,3
YBR143C,3
YOR224C,3
YNL209W,3
YMR217W,3
YBR121C,3
YLR249W,3
YHR216W,3
YJR063W,3
YHL011C,3
YBL039C,3
YKL181W,3
YPL266W,3
YPL211W,3
YLR197W,3
YHR089C,3
YOR310C,3
YNL113W,3
YLL011W,3
YKL009W,3
YNL248C,3
YGR159C,3
YHR170W,3
YLR009W,3
YNL002C,3
YAL025C,3
YBR247C,3
YMR309C,3
YLR449W,3
YNL141W,3
YLR180W,3
YJL050W,3
YMR308C,3
YKR024C,3
YGL120C,3
YKL191W,3
YBR034C,3
YNL062C,3
YOR272W,3
YLR291C,3
YNR012W,3
YGR083C,3
YKL021C,3
YHR066W,3
YPR187W,3
YOL139C,3
YDR429C,3
YPL237W,3
YMR146C,3
YML106W,3
YIL078W,3
YBR048W,3
YDR450W,3
YHL033C,3
YBR189W,3
YBR191W,3
YBL087C,3
YHL001W,3
YDR385W,3
YOR133W,3
YPL037C,3
YAL003W,3
YOR167C,3
YKL081W,3
YJL138C,3
YKR059W,3
YHR019C,3
YJL191W,3
YJL190C,3
YLR264W,3
YMR121C,3
YLR029C,3
YDR500C,3
YDR025W,3
YGR027C,3
YDL083C,3
YOR182C,3
YJL189W,3
YDR447C,3
YKR094C,3
YIL148W,3
YBL072C,3
YLR388W,3
YDL061C,3
YLR167W,3
YLR333C,3
YOR369C,3
YGL030W,3
YLR367W,3
YPL090C,3
YPL081W,3
YGL076C,3
YBR084C-A,3
YBL027W,3
YJL136C,3
YKR057W,3
YLR185W,3
YER074W,3
YOR096W,3
YPL198W,3
YLR448W,3
YOR234C,3
YNL178W,3
YBR181C,3
YOL121C,3
YLL045C,3
YGR214W,3
YLR048W,3
YNL301C,3
YJR145C,3
YHR203C,3
YJR123W,3
YJL177W,3
YOL040C,3
YDR418W,3
YNL069C,3
YPL131W,3
YIL018W,3
YHL015W,3
YIL133C,3
YER131W,3
YGL189C,3
YGR085C,3
YPR102C,3
YIL052C,3
YPR132W,3
YGR118W,3
YGR148C,3
YML063W,3
YLR441C,3
YGL031C,3
YLR325C,3
YKL006W,3
YLR075W,3
YOR293W,3
YIL069C,3
YHR141C,3
YDL082W,3
YGR034W,3
YPL143W,3
YLR061W,3
YOR312C,3
YDR471W,3
YNL096C,3
YNL162W,3
YPL079W,3
YNL067W,3
YPR043W,3
YMR242C,3
YNL302C,3
YGL123W,3
YGL103W,3
YGL135W,3
YPL220W,3
YEL054C,3
YOL127W,3
YGL147C,3
YDR064W,3
YHR010W,3
YER117W,3
YOR063W,3
YDL075W,3
YOL120C,3
YCR031C,3
YOL039W,3
YOR276W,3
YDR012W,3
YBR031W,3
YLR340W,3
YDL081C,3
YDR382W,3
YLR344W,3
YBL092W,3
YKL156W,3
YDL130W,3
YNL247W,3
YOR168W,3
YHR064C,3
YLR172C,3
YHR193C,3
YHR021C,3
YDL191W,3
YDL136W,3
YGR063C,3
YDR397C,3
YPL117C,3
YDR174W,3
YIL035C,3
YNR003C,3
YGR094W,3
YLR083C,3
YER110C,3
YPL231W,3
YLR017W,3
YPL243W,3
YKR026C,3
YLR146C,3
YPL210C,3
YKL212W,3
YNR043W,3
YCR053W,3
YOL061W,3
YOR260W,3
YPR033C,3
YLR060W,3
YKL106W,3
YKL057C,3
YGR155W,3
YNL111C,3
YIL021W,3
YJR069C,3
YJL197W,3
YOL062C,3
YMR301C,3
YFL002C,3
YDR441C,3
YOL052C,3
YBR079C,3
YBL076C,3
YGR162W,3
YOR116C,3
YDL111C,3
YNL163C,3
YMR128W,3
YDR037W,3
YBL068W,3
YER127W,3
YJL208C,3
YLR293C,3
YER043C,3
YML074C,3
YPR163C,3
YPR080W,3
YLR406C,3
YKL080W,3
YEL034W,3
YJR047C,3
YBR263W,3
YMR024W,3
YGL019W,3
YNL135C,3
YNL131W,3
YMR150C,3
YIL016W,3
YJL168C,3
YDR300C,3
YEL053C,3
YER122C,3
YNL016W,3
YLR357W,3
YNR050C,3
YNL289W,3
YMR061W,3
YLR452C,3
YFL026W,3
YJL157C,3
YGR082W,3
YIL094C,3
YOR370C,3
YGL256W,3
YLL048C,3
YDL171C,3
YPL163C,3
YOL007C,3
YPL256C,3
YGR152C,3
YDR158W,3
YER055C,3
YGL148W,3
YEL056W,3
YDR292C,3
YBR167C,3
YBR165W,3
YBL093C,3
YBL018C,3
YAL033W,3
YOR148C,3
YOR269W,3
YDR035W,3
YDR280W,3
YIL004C,3
YPL145C,3
YPR069C,3
YPR041W,3
YJL111W,3
YGR074W,3
YPL254W,3
YGL155W,3
YPL069C,3
YJR064W,3
YPL050C,3
YML043C,3
YER171W,3
YDL150W,3
YGR195W,3
YDR390C,3
YGR286C,3
YML046W,3
YDR257C,3
YJR032W,3
YIR033W,3
YFR002W,3
YNL029C,3
YNL059C,3
YBR104W,3
YCL031C,3
YJL117W,3
YMR108W,3
YPR016C,3
YMR274C,3
YDR448W,3
YHR061C,3
YDR146C,3
YPR119W,3
YJR010W,3
YJL044C,3
YFL038C,3
YJL140W,3
YGL106W,3
YKR085C,3
YBL026W,3
YOR323C,3
YDR487C,3
YGR084C,3
YER031C,3
YDR139C,3
YDL002C,3
YER029C,3
YCR003W,3
YKL138C,3
YIR011C,3
YDR297W,3
YDR046C,3
YNL169C,3
YJR017C,3
YEL027W,3
